Control_1 Control_2 Control_3 Control_4 dazl_1 dazl_2 dazl_3 dazl_4
ENSDARG00000056753 1.60953 1.28328617 1.3425 0.88472 1.6956488 1.4269195 1.7807933 1.5729946
ENSDARG00000056757 0.0209447 0.1720855 0.255402 0.0976542 0.125629 0.121603 0.0238858 0.0645233
ENSDARG00000056762 2.90717 1.31371 1.46492 0.9691 1.17793 1.36752 1.45219 1.21399
ENSDARG00000056764 0.331667 0.261699 0.308001 0.149468 0.37667 0.320838 0.4780226 0.519103
ENSDARG00000056765 3.887032 3.010571 0.779176 0 3.2248369 1.348214 1.931603 3.003677
ENSDARG00000056767 0.120164 0.123778 0.871859 0.258746 1.29008 0.971818 0.620041 0
ENSDARG00000056768 0.0441036 0 0 0 0.132108 0 0.0251173 0.049262
ENSDARG00000056773 0.0897125 0 0.0990144 0 0 0.0519995 0.0255353 0.0250406
ENSDARG00000056774 0 0 0 0 0 0.290198 0 0
ENSDARG00000056780 0.311733 0.250567 0.331469 0.173299 0.75354 0.71293 0.53732 1.02212
ENSDARG00000056781 0.156921 0.107224 0.122537 0.100026 0.054594 0.0436742 0.101573 0.0753002
ENSDARG00000056783 17.6596212 19.4562544 15.749624 14.523102 18.509628 20.432509 18.979234 18.808096
ENSDARG00000056784 0.227414 0.0161743 0.1272003 0.0919964 0.077558 0.248419 0.188695 0.1371948
ENSDARG00000056791 0.0246586 0.0490692 0.0271478 0.0228834 0.0294606 0.057028 0 0.054922
ENSDARG00000056793 0.798968 0.701695 2.20567 0.908869 5.11698 3.76989 1.96308 1.39933
ENSDARG00000056794 0.5855200465672 0.3042080369754 0.897616 0.643859 1.097838 1.971396 1.2003370211021 1.07596000038607
ENSDARG00000056795 2.68017 2.84242 3.23017 3.24216 7.47701 5.20248 5.44248 5.71925
ENSDARG00000056797 0.162321 0.234668 0.440404 0.164173 0.477816 0.693912 0.521111 0.524274
ENSDARG00000056798 0.937531 0.805784 0.685845 1.0073 0.942757 1.07706 1.20162 0.855939
ENSDARG00000056801 18.81061 18.066254 24.086176 19.79987 31.79024 28.451621 29.0361163 29.87827
ENSDARG00000056803 40.4876 45.8767 45.997114 44.921798 52.010836 52.562677 53.3289938 60.80910159286
ENSDARG00000056804 0 0 0 0.0245207 0.0314943 0.0609815 0.0149718 0
ENSDARG00000056805 0.0359069 0.0366039 0.0403825 0.0455301 0.0291969774 0.06361699 0.0833068 0.0340462
ENSDARG00000056806 0.859393 0.336027 0.82433 0.0626501 0.813789 0.55079 0.309213 0.529938
ENSDARG00000056819 15.9407 15.0153 18.8033 15.6432 19.1963 20.2314 17.5968 14.2338
ENSDARG00000056829 2.85991 2.08685 3.60719 2.24937 5.70845 5.29397 5.22332 4.70733
ENSDARG00000056830 0.709037 0.6689956 2.059947 0.767714 4.58367 3.75699 3.305525 5.91521
ENSDARG00000056831 32.154359 38.582708 40.05713 37.1575220507681 47.085352 46.125 49.64129 38.092074
ENSDARG00000056832 2.129769 3.1501656 3.242849 3.159105 4.197035 5.647713 3.671226 5.292131
ENSDARG00000056833 0.0361554719 0.0725626 0.140347 0.135365 0.304573 0.294833 0.206825 0.101419645
ENSDARG00000056835 1.206099 1.009622 1.452577 0.595232 1.955676 2.432948 1.7281815 1.5211352
ENSDARG00000056836 10.25 9.97061 13.5885 10.1677 10.6041 11.1939 9.89653 10.1451
ENSDARG00000056838 0.087224 0 0 0.0381008 0 0 0.00933143 0
ENSDARG00000056840 12.73522 13.28343 17.72633 12.53938 20.19019 20.35321 20.62416 20.87666
ENSDARG00000056842 1.15287 0.872691 1.10587 0.79369 1.76961 2.00511 1.51832 2.70056
ENSDARG00000056847 3.45326 2.37804 2.46065 1.32205 3.56479 3.54297 3.05767 3.12473
ENSDARG00000056855 22.0346 20.7198 28.2959 29.2431 22.4122 26.3737 25.0396 24.6759
ENSDARG00000056856 14.92268 17.2616675996 23.255273 18.57290128459 34.97068 32.774138 28.45459 23.2902594
ENSDARG00000056859 1.300821 0.98903 1.914644 1.570845 1.392263 0.999623 1.198481 0.999624
ENSDARG00000056862 12.394024 12.399427 12.689627 10.222797 13.89935 14.75281 15.11319 17.059794
ENSDARG00000056871 3.39839 3.4843 3.11256 3.40549 4.5029 4.4471 4.90251 5.04555
ENSDARG00000056873 2.22806 2.21579 5.3998 4.71384 0.896918 1.09958 2.64307 1.28191
ENSDARG00000056874 0.378521 0.327458 0.863123 0.68705 0.641054 1.19271 0.98411 0.4593
ENSDARG00000056877 1.25005 0.42046 3.22407 0.980312 8.8117 9.17912 4.44796 1.72837
ENSDARG00000056885 0.120199 0.100571 0.0862276 0.079919 0.0801769 0.112147 0.139775 0.0748026
ENSDARG00000056886 8.33989 7.13486 7.13144 6.89321 8.7466 8.04047 10.18883 11.19671
ENSDARG00000056888 0.938577 0.51416 0.450399 0.2731722 0.51302 0.555933 0.522682 0.32812
ENSDARG00000056892 5.048392 5.0622981 6.917904 4.5278365 7.8648714 8.604004 6.891951 8.146078
ENSDARG00000056896 1.15364 1.572064 1.68886 0.905655 1.0931633 1.2388503 1.3446477 1.256039
ENSDARG00000056903 23.5191 36.0696 63.4801 65.9327 73.9188 77.5609 56.5278 50.8975
ENSDARG00000056907 0.983614 0.845901 1.13382 0.5788257 0.929261 0.985217 0.70379600211 0.9483080223985
ENSDARG00000056909 0.197289 0.0611453 0.0844307 0.0570344 0.0732871 0.195108 0.0870957 0.205021
ENSDARG00000056910 0.259489 0.0515512 0.199692 0.072122 0.154792 0.419479 0.470854 0.115422
ENSDARG00000056911 0 0 0 0 0 0 0 0
ENSDARG00000056913 8.998211 10.2374082 16.937987 14.1375488 15.6094343 15.189636 14.240276 12.053368
ENSDARG00000056914 27.9953 32.3144 37.3098 40.2903 51.1982 48.7946 38.1985 40.3893
ENSDARG00000056915 0.449349 0.725229 0.735975 0.826048 0.436437 0.3800634 0.6221979 0.65056
ENSDARG00000056917 2.546429 1.5131284 1.024303 1.07091279 1.370207 0.6132831 1.2932444 1.0500977
ENSDARG00000056920 7.299156 5.616419 6.5206546 6.927197 9.901134 10.528266 7.889809 7.722839
ENSDARG00000056921 0.241353 0.15122 0.654903 0.36892 0.473691 0.849786 0.556352 0.220894
ENSDARG00000056922 0.728012 0.402919 0.977003 0.5109795 0.965542 1.681156 0.713039 0.575042
ENSDARG00000056923 11.7417 10.6297 13.0955 11.5184 20.8604 20.2117 17.0178 26.3237
ENSDARG00000056924 6.52773 6.38252 6.89326 5.78944 10.004182 10.3148903 10.0682 10.540472
ENSDARG00000056926 0.0651426 0.0434421 0.10858979 0.0101307 0.21601 0.1520806 0.2240344 0.109172
ENSDARG00000056929 2.56162 0.972009 3.11342 0.795007 5.76322 5.35666 3.67792 1.96871
ENSDARG00000056932 11.77987 10.04761 12.04939 11.22759 17.81626 18.52015 17.31098 17.39376
ENSDARG00000056934 1.63686 1.10334 1.38211 0.933558 1.28672 1.11565 1.64109 1.40782
ENSDARG00000056938 11.1622 8.17188 17.5648 11.8507 10.4693 11.7341 9.49039 8.26938
ENSDARG00000056940 0 0 0 0 0 0 0 0
ENSDARG00000056949 0.0577061 0.0147835 0.0869983 0.0138324 0.107412 0.060338 0.0558613 0.0505385
ENSDARG00000056950 13.538986 11.645648 9.008614 7.61559 14.6709884 17.953438 10.0254098 13.1986999
ENSDARG00000056954 5.41034 4.86367 9.14457 6.56113 12.1243 11.5658 8.13437 7.55399
ENSDARG00000056961 1.97327 1.04018 1.99172 0.814125 2.53697 2.62705 2.93177 2.24787
ENSDARG00000056964 14.40592 19.65923 25.8025145 19.6817128 28.890453 30.136678 27.30862 25.92469
ENSDARG00000056966 5.40743 6.23144 8.43142 6.21359 8.36272 8.88149 9.51708 10.5357
ENSDARG00000056976 0.499945 0.640001 0.627705 0.459591 0.620503 0.747261 1.07919 1.5808
ENSDARG00000056978 1.1113975 0.585103 1.3166713 0.408639 2.278419 2.954259 1.5039387 1.8221239
ENSDARG00000056979 3.53353 3.13004 6.500012 2.863898 11.3129 9.517935 10.30085 6.61445
ENSDARG00000056984 5.57949 7.01604 4.1321289 4.76603 6.18201 6.00302 5.4290259 7.13601
ENSDARG00000056985 9.178367 8.192287 10.59984 8.981268 11.528342 13.823835 11.907219 12.421033
ENSDARG00000056986 4.76056 4.45032 6.60949 4.56907 7.21535 7.2132 6.49944 5.75077
ENSDARG00000056995 10.3665 13.5456 16.6871 13.0596 20.8432 22.229969 18.9677 29.143877
ENSDARG00000056998 2.9029654 2.10553 3.1749762 2.2530962 4.0255299 4.4592315 3.2756885 3.2917445
ENSDARG00000057000 0.093354 0.0105138 0.104437 0.0490368 0.113307 0.207218 0.191525 0.305301
ENSDARG00000057004 0.528031 0.910682 0.626778 0.523407 0.623259 0.644785 0.775031 0.659855
ENSDARG00000057006 2.24598 2.01705 4.54748 2.53584 3.93469 4.14684 4.52038 5.12437
ENSDARG00000057007 43.315408 48.697858 65.34093 52.213931 108.805 100.658 92.59925 86.466113
ENSDARG00000057010 29.920291 22.342227 24.721554 18.295968 15.465256 19.925651 22.028592 24.46457
ENSDARG00000057011 12.486236 16.3982432 21.217276 20.0276137 23.367246 20.280483 24.182091 21.986792
ENSDARG00000057013 1.347837 0.5312937 1.86411 1.189134 5.861482 5.73197 2.610783 1.410898
ENSDARG00000057016 8.70779 9.0298769 9.86007 7.47887 11.39019 11.18104 11.9558 13.900495
ENSDARG00000057017 0.015544 0.0312989 0.0691537 0 0.0375168 0.145277 0 0.0349839
ENSDARG00000057021 6.434537 6.5610361 9.202337 9.1999459 13.9899823 13.865648 11.4848793 11.6751
ENSDARG00000057025 0.274329 0.4355 0.595828 0.495616 0.886208 0.878253 0.713761 0.379275
ENSDARG00000057026 888.20561 1076.18071 1343.90234 1337.14755 1565.34799 1542.80561 1313.45 1290.35709
ENSDARG00000057027 10.8665 9.9205 13.446603 11.517631 13.04234 14.696559 8.59916 6.24685
ENSDARG00000057029 2.28466 1.79752 2.92843 1.76968 2.27852 1.8861 1.76695 1.36931
ENSDARG00000057032 0.685998 0.779028 0.819758 0.862922 1.12269 1.12929 1.15061 0.557521
ENSDARG00000057035 0.0254711 0 0.112068 0.118063 0.273577 0.102791 0.375724 0.245851
ENSDARG00000057037 0.0237238 0.0472659 0.0522916 0.0220426 0.0851184 0.109847 0 0.0264481
ENSDARG00000057039 1.27177 0.333421 0.372834 0.310755 0.506287 0 0.961598 0
ENSDARG00000057042 3.53021 5.6633 6.76622 8.45162 11.03309 10.8836694 8.9903069 8.64432
ENSDARG00000057049 0 0.0375296 0.504452 0.0383771 0.169071 0.275185 0 0
ENSDARG00000057053 4.3430092 4.5071622 4.469504 3.7432711 4.9793338 5.422604 5.0576468 4.5027625
ENSDARG00000057054 0.0454772 0 0.0250876 0.0211543 0.13612 0.0263504 0.207038 0.203026
ENSDARG00000057055 0.250053 0.0616753 0.233372 0.115043 0.1266893 0.179394 0.481478 1.251669
ENSDARG00000057058 4.34426 4.72056 6.52725 5.04881 6.7136 6.00559 5.97478 4.76926
ENSDARG00000057060 16.719 13.3089 19.8976142 16.7552 19.9406 19.9493 16.584132 14.590826
ENSDARG00000057062 3.04112 1.7797981 6.447128 1.44332 20.1065846 20.767968 6.128498 2.196397
ENSDARG00000057064 0.673033 0.820135 0.492699 0.501523 0.719979 0.739356 0.611968 0.773313
ENSDARG00000057074 2.223161 1.4856544 1.514836 0.9074347 1.69494 1.707047 2.058056 1.687065
ENSDARG00000057075 13.259918 20.0580082 25.3308602 28.5997507 33.006272 31.985164 30.070932 24.59484
ENSDARG00000057089 7.320299 6.910517 6.7491265 7.785444 9.602417 8.921817 9.4962257 10.590424
ENSDARG00000057090 0 0 0 0 0 0.0227785 0 0
ENSDARG00000057093 14.17896 16.1571 14.96623 11.7511 17.1166 15.19928 10.80842 12.37076
ENSDARG00000057096 0.159815 0 0.0449471 0 0 0.0944079 0.04636742 0.0721395
ENSDARG00000057098 0.256484 0.5005804 0.856346 0.511865 0.815186 0.560836 0.680875 0.875137
ENSDARG00000057099 2.96531 2.11187 6.18643 2.9661 14.1714 15.5431 7.51588 7.80136
ENSDARG00000057100 7.43519 8.37833 8.19782 7.41307 13.2007 13.5139 11.9701 11.0077
ENSDARG00000057101 3.36604 2.6289358 2.655971 2.415529 3.784406 3.339109 4.155764 9.8754305
ENSDARG00000057105 12.8346468 12.698582 14.5289928 11.681249 19.41293 17.69716 16.538067 16.301797
ENSDARG00000057107 0.0329825 0.0554774 0.1899545 0.3475475 0.195247 0.280795 0.450853 0.877392
ENSDARG00000057108 0.7619581 0.482061 0.807396 0.50767 0.7745737 0.7518366 1.1992869 1.1164954
ENSDARG00000057110 12.5109 13.6039 13.9228 13.2687 14.2894 13.6225 14.5004 20.3854
ENSDARG00000057112 0 0 0.0248155 0 0 0.0260648 0.0255992 0.0251032
ENSDARG00000057113 11.094065 8.695402 13.346479 11.6636186 9.302666 8.9004565 15.804298 13.271799
ENSDARG00000057114 20.6279 27.8154 31.4757 31.9504 39.0798 37.9393 37.7436 39.9486
ENSDARG00000057117 0.0561077 0.0555827 0.215387 0.155522 0.166964 0.129269 0.063483 0.0622439
ENSDARG00000057121 0.632713000582436 0.591859 3.250967 2.15871 2.938102 2.55721 3.9586600899737 3.26266000609581
ENSDARG00000057125 1.86766 1.65352 1.61138 1.43942 1.48825 1.64028 1.9218 1.55728
ENSDARG00000057128 4.88846 4.07408 7.41844 6.18391 7.55694 8.93466 6.22717 8.32054
ENSDARG00000057138 2.88394 2.3549 3.41928 2.46349 2.67092 2.6192 3.03879 2.93841
ENSDARG00000057141 0.505898 0.358193 0.722291 0.550276 1.9468 1.7131 0.865275 0.471413
ENSDARG00000057142 3.15904 3.04825 3.08537 1.95439 2.47736 2.61891 2.57248 3.03431
ENSDARG00000057143 3.27514 2.93563 16.6752 4.66862 21.8454 25.6344 14.0938 5.5994
ENSDARG00000057151 1.49307 1.45034 4.48906 2.2254 9.21205 9.65018 5.04951 5.21156
ENSDARG00000057159 0.817329 1.43881 1.22755 1.18409 1.07148 1.56069 1.30149 1.08423
ENSDARG00000057166 0.2149055 0.2495616 0.3323606 0.1380111 0.713703 0.850584 0.395643 1.203981
ENSDARG00000057167 64.935799 75.336438 90.249701 63.5569404 121.353116 113.554547 97.529941 96.642392
ENSDARG00000057169 1.059044 0.386604 0.760999 0.4273582 1.205327 1.11923 1.428146 1.327148
ENSDARG00000057173 0.0798522 0.0403143 0.0890372 0.0501393 0.0805032 0.0779376 0.107155 0.105106
ENSDARG00000057180 0.215388 0.150372 0.390044 0.476065 0.181485 0.167469 0 0
ENSDARG00000057184 5.42473 5.50198 5.9089 6.99235 8.57613 9.73895 7.66339 7.82358
ENSDARG00000057206 5.30904 7.68833 6.41986 5.62587 10.717 7.65096 12.7569 11.0539
ENSDARG00000057209 0.084485 0.0285819 0.115648 0.133308 0.171092 0.132524 0.0325355 0.106389
ENSDARG00000057210 0.226747 0.332824 0.813043 0.228747 0.638546 0.732001 0.351459 0.352532
ENSDARG00000057218 4.10733 3.93648 5.14375 4.68307 7.42374 6.97909 5.61569 5.06473
ENSDARG00000057227 0.2967977 0.243084 0.3156683 0.139566 0.558424 0.510925 0.393392 0.440655
ENSDARG00000057231 0.82053 0.631419 1.53415 0.327208 1.91675 1.61148 1.72645 0.846698
ENSDARG00000057234 182.34435 135.58849 143.3515 124.60075 178.213273 172.9562 179.9522 192.425412
ENSDARG00000057238 4.273553 4.408677 4.638784 3.874979 4.951214 4.98913 5.98186 8.056745
ENSDARG00000057239 1.215623 1.170203 0.901194 0.834628 0.623827 0.531672 1.09428 1.004383
ENSDARG00000057241 7.663874 6.46966 8.851874 7.48481 6.339197 6.07223 7.0026 5.40274
ENSDARG00000057245 1.90889 1.81517 3.01201 2.0707 2.96387 2.19991 2.24945 2.02359
ENSDARG00000057248 17.951775 13.59215 13.155467 9.918454 15.354067 12.6449608 15.824219 17.53723
ENSDARG00000057249 56.8538736 36.87529 33.51954 19.3737669 29.52725 27.785226 41.967908 41.896169
ENSDARG00000057253 1.01642 0.591219 0.617868 0.2482 0.593112 0.456405 0.6408606 1.45968
ENSDARG00000057255 18.2809863 16.720968 18.2489744 12.9543947 23.47741 23.4455631 21.522544 21.66811
ENSDARG00000057262 0 0.0131759 0 0.0122903 0.0473569 0.0916959 0.0150084 0.029443
ENSDARG00000057263 0.072277 0.0567298 0.104036 0.0596435 0.155556 0.291389 0 0.0244926
ENSDARG00000057265 0 0 0.110639 0 0.0548434 0 0 0
ENSDARG00000057272 11.607191 9.152998 11.296351 7.890829 13.82857 16.11897 13.275576 14.8817
ENSDARG00000057273 0.237935 0.129296 0.199009 0 0.469433 0.292862 0.335991 0.284007
ENSDARG00000057276 1.43401 1.04518 2.147184 1.52597 2.09665 2.735328 1.6262669 1.48884
ENSDARG00000057284 0 0 0 0 0 0 0.0739235 0
ENSDARG00000057286 4.302262 4.74216 7.06338 5.21635 7.8795 7.70303 8.22578 10.685382
ENSDARG00000057287 7.89798 9.46929 12.7505 11.744 14.0448 16.1671 12.1188 9.66606
ENSDARG00000057296 2.24963 1.97012 2.44393 2.53693 2.71072 2.30084 2.79025 3.00267
ENSDARG00000057299 46.6269 67.06468 99.38768 101.65614 100.68142 95.54425 92.82832 86.43476
ENSDARG00000057303 32.4776437 28.5277195 46.804816 37.427954 42.83697 43.521665 42.057491 34.607441
ENSDARG00000057315 4.11725 3.55103 4.95645 4.03995 6.07271 5.23762 6.11564 4.15872
ENSDARG00000057317 41.471429 37.791726 40.9039287 37.99132252 58.761355 74.1066063 40.4336958 26.794051
ENSDARG00000057321 5.53248 4.55947 7.55365 5.99431 10.6866 10.9736 7.26944 9.18149
ENSDARG00000057322 15.69 20.4492 22.1845 18.1256 25.9418 25.7386 26.0626 20.3584
ENSDARG00000057323 17.1486 16.3323131 16.45009 12.774087 24.47123 24.34768 20.09452 19.1348
ENSDARG00000057328 0.377663 0.265005 0.0836951 0.21187 1.49847 1.31866 7.20918 57.3237
ENSDARG00000057331 0.0469391 0.070444612 0.2454833 0.13139 0.0847654 0.164041 0.241692 0.261722
ENSDARG00000057334 34.49745 25.32221 28.701013 21.309073 30.1339 30.40123 31.56531 26.48748
ENSDARG00000057352 0.256512 0.0912017 0.251863 0.141784 0.510114 0.335103 0.467662 0.993682
ENSDARG00000057353 0.921156 0.841089 1.698823 0.676286 1.168707 1.924773 0.953485595544 0.7377406
ENSDARG00000057365 2.551521 4.1646353213879 2.20211011459 3.20386722022 7.422546 7.366141 8.9874750367618 9.50176260377027
ENSDARG00000057368 0.8319 0.434518 0.373927 0.562884 0.782577 1.23435 1.10516 0.655007
ENSDARG00000057374 0.334371 0.167658 1.4521241 0.503897 3.2751639 3.43883 2.416551 3.823186
ENSDARG00000057378 42.782417 45.566286 46.45369 47.84427 43.870752 44.122977 43.50232 44.176486
ENSDARG00000057392 0.1690717 0.123197 0.119082 0.272921 0.239954 0.2302586 0.561556 1.12392
ENSDARG00000057394 2.51893 2.42605 2.72586 2.05838 3.30921 3.0622 3.18796 3.17781
ENSDARG00000057395 0.169956 0.112205 0.403763 0.209301 0.370774 0.163105 0.224278 0.125656
ENSDARG00000057408 0 0 0 0 0 0 0 0
ENSDARG00000057410 0.0430913 0.0860942 0.0714091 0.0602265 0.129148 0.200012 0.220992 0.120398
ENSDARG00000057414 74.0313 90.4057 121.037 108.86 144.505 157.373 124.595 114.288
ENSDARG00000057417 2.820108 2.411381 2.382058 1.300104 3.674262 2.71387 3.499562 3.676402
ENSDARG00000057419 2.2846279 1.7640802 3.402989 1.450552 5.560596 6.034303 4.0233139 2.4916591
ENSDARG00000057426 1.52915 1.23781 2.38072 1.47579 2.98611 2.69968 4.40617 4.72254
ENSDARG00000057427 0.315671 0.256424 0.4441487 0.174609 0.329535 0.539291 0.403636 0.307426
ENSDARG00000057429 0 0 0.032697 0 0.0354857 0 0 0
ENSDARG00000057433 0.899541 0.910807 2.02653 1.17738 2.53963 2.28945 1.36146 1.29996
ENSDARG00000057435 0.5367931 0.452401 1.04191 0.4700657 1.3720022 0.899097 1.0729491 3.1771978
ENSDARG00000057437 9.00808 9.44697 21.879492 18.6233 18.3122 18.5296 17.58618 14.7983
ENSDARG00000057439 0.0303893 0 0 0.0839817 0 0 0 0
ENSDARG00000057440 0.515884 0.630615 1.0647 0.620886 0.961613 0.833668 1.01843 0.940085
ENSDARG00000057452 6.340553 5.674287 6.63066 4.280313 8.36518 8.549042 7.294461 7.023753
ENSDARG00000057456 3.07111 2.110773 6.63842 2.558985 11.62574 11.61127 7.24845 3.249956
ENSDARG00000057460 2.95102 4.71226 9.74868 10.7401 2.97137 2.99615 2.28255 2.70723
ENSDARG00000057465 1.39783 0.968124 6.3997 2.37372 12.2135 11.9044 6.96407 4.23447
ENSDARG00000057468 0.966131 0.5034507 0.2979154 0.0906125 0.5716091455 0.597317 0.7914995 2.661297
ENSDARG00000057477 0.240627 0.236669 0.387457 0.229271 1.03799 0.606952 0.765364 0.378045
ENSDARG00000057479 0.0692626 0.052179 0.133021 0 0.0383809 0.100944 0.0198274 0.019446
ENSDARG00000057481 0.630022 0.605334 1.267146 0.605008 3.046202 2.44705 2.156794 1.0284087
ENSDARG00000057484 183.081834 264.675385 248.374885 223.897742 284.52484 275.401861 300.14336 297.251296
ENSDARG00000057491 3.48713 2.98473 3.4001 2.92118 4.27414 4.14667 4.78784 6.66334
ENSDARG00000057497 4.92455 4.41681 6.40036 4.28114 8.496069 8.03439 6.87227 10.306039
ENSDARG00000057498 0.29404 0.245432 0.12837 0.156641 0.0773765 0.104876 0.176561 0.12989
ENSDARG00000057504 0.743518 0.791979 0.782577 0.531376 0.965632 1.11215 0.712303 0.822878
ENSDARG00000057513 42.1153 31.38849 29.25913 20.46579 29.04315 26.05563 32.0582 32.78471
ENSDARG00000057519 3.09532 3.4418448 3.2503268 2.6601455 3.978376 3.508634 4.574178 5.162163
ENSDARG00000057527 0.171415 0.0532128 0.0996927 0.1934618 0.388305 0.6436413 0.110297 0.2011496
ENSDARG00000057529 23.7508 27.1451 37.9486 36.9424 55.0828 51.4269 39.1968 28.7261
ENSDARG00000057531 0.11588 0.0773973 0.42709 0.108287 1.22976 1.18913000329886 0.790451 2.25307
ENSDARG00000057536 0 0 0 0 0 0 0 0
ENSDARG00000057556 4384.74806741 5326.263221479 5495.4407241414 6112.879245011 4262.806777733 4322.507677271 4526.77535897 4627.390852828
ENSDARG00000057562 6.19267 5.81935 6.84302 7.03133 9.75275 10.4847 9.15248 8.82051
ENSDARG00000057568 0.946233 0.71949 0.34503 0.4258848 0.3572396 0.338267 0.3217708 0.803307
ENSDARG00000057571 27.136292 45.193144 52.730815 68.188316 55.841804 66.98897 35.10032 27.099059
ENSDARG00000057575 6.51398 6.92973 6.838199 6.187415 8.18933 8.997522 6.885207 8.07778
ENSDARG00000057577 6.24766 6.29608 7.24555 5.97733 8.31788 7.93485 8.9584 8.58005
ENSDARG00000057583 7.3441113 3.5681679 8.34834 3.49612291 15.1455 14.74578195 10.63301268 7.73318285
ENSDARG00000057586 4.51796 4.25279 4.70353 3.00653 5.60379 5.52694 5.13937 4.77586
ENSDARG00000057590 3.562994 4.222125 5.063797 4.067 3.277815 4.09903 4.717862 3.124932
ENSDARG00000057598 1.6530336 2.7596 1.879258 1.795805 3.134597 3.910946 3.858652 3.4651308
ENSDARG00000057606 1.4393 1.17362 5.88685 2.44202 5.17508 4.96767 4.28177 2.32174
ENSDARG00000057610 1.8481174 2.1713071 3.2263841 2.297726 2.6000115 3.0507824 2.8447044 3.007339
ENSDARG00000057620 0.119663 0.3677842 0.561413 0.363024 0.307344 0.226772 0.534608 0.654986
ENSDARG00000057624 11.0846 12.2743 20.5623 23.3766 35.6286 34.9592 24.2174 20.7294
ENSDARG00000057625 1.28099 0.554437 1.15433 1.07144 1.36842 1.72619 1.2194 1.07072
ENSDARG00000057626 13.13617 11.442022 16.28811 14.26593 20.23965 19.67708 15.75339 16.06204
ENSDARG00000057630 4.3273393 5.73403 8.2042 7.99087 7.73518 7.90263 10.2941 10.5018
ENSDARG00000057632 0.566088 0.775543 0.815454 0.476373 0.61258 0.812601 0.819629 0.423068
ENSDARG00000057633 8.802975 12.292548 20.550027 16.447059 13.265906 13.692365 14.412793 14.102386
ENSDARG00000057635 2.308804 2.062792 2.062783 3.09144 3.747166 3.646754 3.235137 3.995264
ENSDARG00000057644 1.180995 0.76878 1.167631 0.534504 1.775336 1.435574 2.336878 1.83363
ENSDARG00000057648 22.2621 18.848 31.3277 22.5242 33.9874 33.8797 28.3262 33.2358
ENSDARG00000057649 0.522796 0.382963 0.708703 0.294188 1.91551 1.6456 1.32105 2.0759
